,Student ID,name_x,gender,grade,school,reading_score,math_score,School ID,name_y,type,size,budget
5,15553,Joseph Mcclure,M,10th,Wilson High School,78,92,5,Wilson High School,Charter,2283,1319574
5,15554,Jennifer Kennedy,F,10th,Wilson High School,70,83,5,Wilson High School,Charter,2283,1319574
5,15555,Leslie Calhoun,F,10th,Wilson High School,97,75,5,Wilson High School,Charter,2283,1319574
5,15556,Brad Curtis,M,11th,Wilson High School,72,87,5,Wilson High School,Charter,2283,1319574
5,15557,Taylor Suarez,M,10th,Wilson High School,93,95,5,Wilson High School,Charter,2283,1319574
5,15558,Gerald Oneill,M,11th,Wilson High School,97,79,5,Wilson High School,Charter,2283,1319574
5,15559,Eric Ramirez,M,12th,Wilson High School,92,93,5,Wilson High School,Charter,2283,1319574
5,15560,Charles Henderson,M,9th,Wilson High School,93,79,5,Wilson High School,Charter,2283,1319574
5,15561,Peggy Gonzales,F,10th,Wilson High School,91,94,5,Wilson High School,Charter,2283,1319574
5,15562,Victor Jones,M,12th,Wilson High School,95,81,5,Wilson High School,Charter,2283,1319574
5,15563,Jeffrey Smith,M,12th,Wilson High School,90,90,5,Wilson High School,Charter,2283,1319574
5,15564,Alicia Kelley,F,9th,Wilson High School,92,72,5,Wilson High School,Charter,2283,1319574
5,15565,Theresa Sandoval,F,11th,Wilson High School,78,85,5,Wilson High School,Charter,2283,1319574
5,15566,Ronald Newton,M,12th,Wilson High School,91,72,5,Wilson High School,Charter,2283,1319574
5,15567,Gregory White,M,10th,Wilson High School,81,71,5,Wilson High School,Charter,2283,1319574
5,15568,Mark Brewer,M,9th,Wilson High School,94,96,5,Wilson High School,Charter,2283,1319574
5,15569,Tracey Snyder,F,12th,Wilson High School,71,93,5,Wilson High School,Charter,2283,1319574
5,15570,John Cooper,M,11th,Wilson High School,90,74,5,Wilson High School,Charter,2283,1319574
5,15571,David Lewis,M,9th,Wilson High School,83,88,5,Wilson High School,Charter,2283,1319574
5,15572,Karen Woods,F,10th,Wilson High School,98,70,5,Wilson High School,Charter,2283,1319574
5,15573,Mary Harris,F,11th,Wilson High School,83,79,5,Wilson High School,Charter,2283,1319574
5,15574,Joseph Montgomery,M,10th,Wilson High School,69,68,5,Wilson High School,Charter,2283,1319574
5,15575,Randy Johnson,M,10th,Wilson High School,74,68,5,Wilson High School,Charter,2283,1319574
5,15576,Kimberly Berg,F,11th,Wilson High School,73,96,5,Wilson High School,Charter,2283,1319574
5,15577,Derek Wilson,M,9th,Wilson High School,87,87,5,Wilson High School,Charter,2283,1319574
5,15578,Allen Jones,M,11th,Wilson High School,74,71,5,Wilson High School,Charter,2283,1319574
5,15579,Kristin Rodriguez,F,10th,Wilson High School,85,96,5,Wilson High School,Charter,2283,1319574
5,15580,Douglas Blake,M,11th,Wilson High School,84,73,5,Wilson High School,Charter,2283,1319574
5,15581,Joshua Powers,M,10th,Wilson High School,92,84,5,Wilson High School,Charter,2283,1319574
5,15582,Craig Smith,M,10th,Wilson High School,71,75,5,Wilson High School,Charter,2283,1319574
5,15583,Kimberly Thompson,F,11th,Wilson High School,82,95,5,Wilson High School,Charter,2283,1319574
5,15584,Gary Jarvis MD,M,9th,Wilson High School,94,92,5,Wilson High School,Charter,2283,1319574
5,15585,Angela Mann,F,9th,Wilson High School,87,90,5,Wilson High School,Charter,2283,1319574
5,15586,Christine Patterson,F,9th,Wilson High School,81,89,5,Wilson High School,Charter,2283,1319574
5,15587,Dustin Stephenson MD,M,11th,Wilson High School,74,81,5,Wilson High School,Charter,2283,1319574
5,15588,Laura Ramirez,F,9th,Wilson High School,97,70,5,Wilson High School,Charter,2283,1319574
5,15589,James Ray,M,10th,Wilson High School,87,72,5,Wilson High School,Charter,2283,1319574
5,15590,Brendan Sullivan,M,11th,Wilson High School,92,87,5,Wilson High School,Charter,2283,1319574
5,15591,Wanda Edwards,F,10th,Wilson High School,94,78,5,Wilson High School,Charter,2283,1319574
5,15592,Robin Mccoy,F,12th,Wilson High School,93,97,5,Wilson High School,Charter,2283,1319574
5,15593,Beverly Beasley,F,9th,Wilson High School,87,89,5,Wilson High School,Charter,2283,1319574
5,15594,Lori Coffey,F,11th,Wilson High School,83,90,5,Wilson High School,Charter,2283,1319574
5,15595,Sharon Nolan,F,10th,Wilson High School,93,81,5,Wilson High School,Charter,2283,1319574
5,15596,Mikayla Patterson,F,9th,Wilson High School,90,83,5,Wilson High School,Charter,2283,1319574
5,15597,Shelley Griffin,F,10th,Wilson High School,85,75,5,Wilson High School,Charter,2283,1319574
5,15598,Cole Oliver,M,9th,Wilson High School,70,96,5,Wilson High School,Charter,2283,1319574
5,15599,Larry Medina,M,10th,Wilson High School,92,70,5,Wilson High School,Charter,2283,1319574
5,15600,Sarah Adams,F,11th,Wilson High School,91,88,5,Wilson High School,Charter,2283,1319574
5,15601,Amy Kramer,F,9th,Wilson High School,71,77,5,Wilson High School,Charter,2283,1319574
5,15602,Pam Bass,F,12th,Wilson High School,78,85,5,Wilson High School,Charter,2283,1319574
5,15603,Melissa Burgess,F,10th,Wilson High School,86,83,5,Wilson High School,Charter,2283,1319574
5,15604,Thomas Aguilar,M,9th,Wilson High School,87,80,5,Wilson High School,Charter,2283,1319574
5,15605,Melissa Smith,F,10th,Wilson High School,88,88,5,Wilson High School,Charter,2283,1319574
5,15606,Carrie Smith,F,11th,Wilson High School,99,85,5,Wilson High School,Charter,2283,1319574
5,15607,Lindsay Lopez,F,10th,Wilson High School,92,91,5,Wilson High School,Charter,2283,1319574
5,15608,Brooke Larson,F,9th,Wilson High School,87,77,5,Wilson High School,Charter,2283,1319574
5,15609,Alison Aguilar,F,12th,Wilson High School,87,71,5,Wilson High School,Charter,2283,1319574
5,15610,David Carter,M,10th,Wilson High School,89,90,5,Wilson High School,Charter,2283,1319574
5,15611,John Brown,M,11th,Wilson High School,69,84,5,Wilson High School,Charter,2283,1319574
5,15612,Tammy Smith,F,9th,Wilson High School,78,69,5,Wilson High School,Charter,2283,1319574
5,15613,Patrick Gonzalez,M,9th,Wilson High School,86,83,5,Wilson High School,Charter,2283,1319574
5,15614,John Wright,M,10th,Wilson High School,79,75,5,Wilson High School,Charter,2283,1319574
5,15615,Diana Thompson,F,11th,Wilson High School,83,88,5,Wilson High School,Charter,2283,1319574
5,15616,Derek Orr,M,12th,Wilson High School,96,79,5,Wilson High School,Charter,2283,1319574
5,15617,Cristian Lucas,M,10th,Wilson High School,81,81,5,Wilson High School,Charter,2283,1319574
5,15618,Leslie Simmons,F,12th,Wilson High School,80,82,5,Wilson High School,Charter,2283,1319574
5,15619,David Santana,M,12th,Wilson High School,96,80,5,Wilson High School,Charter,2283,1319574
5,15620,Vincent Allen,M,10th,Wilson High School,87,80,5,Wilson High School,Charter,2283,1319574
5,15621,Michael Lozano,M,11th,Wilson High School,84,71,5,Wilson High School,Charter,2283,1319574
5,15622,Samantha Andrade,F,10th,Wilson High School,77,73,5,Wilson High School,Charter,2283,1319574
5,15623,Cody Chapman,M,9th,Wilson High School,94,99,5,Wilson High School,Charter,2283,1319574
5,15624,Ashley Walker,F,9th,Wilson High School,75,95,5,Wilson High School,Charter,2283,1319574
5,15625,Micheal Wilson,M,12th,Wilson High School,83,86,5,Wilson High School,Charter,2283,1319574
5,15626,Sharon Diaz,F,10th,Wilson High School,77,98,5,Wilson High School,Charter,2283,1319574
5,15627,Judith Powers,F,11th,Wilson High School,98,91,5,Wilson High School,Charter,2283,1319574
5,15628,Donna Gay,F,12th,Wilson High School,98,75,5,Wilson High School,Charter,2283,1319574
5,15629,Anthony Ortiz,M,12th,Wilson High School,94,91,5,Wilson High School,Charter,2283,1319574
5,15630,Jacqueline Kirk,F,10th,Wilson High School,91,93,5,Wilson High School,Charter,2283,1319574
5,15631,Jason Smith,M,9th,Wilson High School,98,81,5,Wilson High School,Charter,2283,1319574
5,15632,Nicolas Moore,M,9th,Wilson High School,93,81,5,Wilson High School,Charter,2283,1319574
5,15633,Tracy Robertson,F,9th,Wilson High School,97,83,5,Wilson High School,Charter,2283,1319574
5,15634,Gary Mitchell,M,10th,Wilson High School,69,70,5,Wilson High School,Charter,2283,1319574
5,15635,Matthew Anderson,M,9th,Wilson High School,92,76,5,Wilson High School,Charter,2283,1319574
5,15636,Amy Thomas,F,11th,Wilson High School,86,86,5,Wilson High School,Charter,2283,1319574
5,15637,Jessica Strickland,F,9th,Wilson High School,91,85,5,Wilson High School,Charter,2283,1319574
5,15638,Alexandra Yu,F,11th,Wilson High School,97,84,5,Wilson High School,Charter,2283,1319574
5,15639,Jordan Stewart,F,12th,Wilson High School,87,81,5,Wilson High School,Charter,2283,1319574
5,15640,Ryan Castillo,M,11th,Wilson High School,76,76,5,Wilson High School,Charter,2283,1319574
5,15641,Kenneth Olson,M,11th,Wilson High School,70,85,5,Wilson High School,Charter,2283,1319574
5,15642,Stacey Richmond,F,11th,Wilson High School,93,83,5,Wilson High School,Charter,2283,1319574
5,15643,Kevin Hurst,M,11th,Wilson High School,90,79,5,Wilson High School,Charter,2283,1319574
5,15644,Mr. Derrick Campbell DDS,M,11th,Wilson High School,79,84,5,Wilson High School,Charter,2283,1319574
5,15645,Christina Torres,F,11th,Wilson High School,74,86,5,Wilson High School,Charter,2283,1319574
5,15646,Lori Brown MD,F,10th,Wilson High School,84,72,5,Wilson High School,Charter,2283,1319574
5,15647,Mrs. Brooke Rodgers,F,12th,Wilson High School,93,81,5,Wilson High School,Charter,2283,1319574
5,15648,Jennifer Erickson,F,10th,Wilson High School,73,95,5,Wilson High School,Charter,2283,1319574
5,15649,Christopher Mullins,M,11th,Wilson High School,98,71,5,Wilson High School,Charter,2283,1319574
5,15650,Gregory Arias,M,11th,Wilson High School,71,93,5,Wilson High School,Charter,2283,1319574
5,15651,Anthony Johnson,M,9th,Wilson High School,96,77,5,Wilson High School,Charter,2283,1319574
5,15652,Christopher Lopez,M,11th,Wilson High School,73,76,5,Wilson High School,Charter,2283,1319574
5,15653,Brent Jones,M,10th,Wilson High School,89,98,5,Wilson High School,Charter,2283,1319574
5,15654,Rebecca Martinez,F,12th,Wilson High School,95,94,5,Wilson High School,Charter,2283,1319574
5,15655,Cynthia Nicholson,F,12th,Wilson High School,99,85,5,Wilson High School,Charter,2283,1319574
5,15656,Sharon White,F,10th,Wilson High School,93,68,5,Wilson High School,Charter,2283,1319574
5,15657,Nathaniel Parks,M,10th,Wilson High School,81,80,5,Wilson High School,Charter,2283,1319574
5,15658,John Medina,M,12th,Wilson High School,93,80,5,Wilson High School,Charter,2283,1319574
5,15659,Michael Ellis,M,11th,Wilson High School,88,81,5,Wilson High School,Charter,2283,1319574
5,15660,Nathan Banks,M,10th,Wilson High School,88,68,5,Wilson High School,Charter,2283,1319574
5,15661,Doris Jones,F,9th,Wilson High School,72,71,5,Wilson High School,Charter,2283,1319574
5,15662,Veronica Lopez,F,11th,Wilson High School,86,77,5,Wilson High School,Charter,2283,1319574
5,15663,David White,M,10th,Wilson High School,81,92,5,Wilson High School,Charter,2283,1319574
5,15664,Marc Collins,M,11th,Wilson High School,70,81,5,Wilson High School,Charter,2283,1319574
5,15665,Michael Cervantes,M,9th,Wilson High School,99,71,5,Wilson High School,Charter,2283,1319574
5,15666,Nicole Ball,F,9th,Wilson High School,91,95,5,Wilson High School,Charter,2283,1319574
5,15667,Kyle Cox,M,10th,Wilson High School,75,91,5,Wilson High School,Charter,2283,1319574
5,15668,Katie Ramirez,F,10th,Wilson High School,88,97,5,Wilson High School,Charter,2283,1319574
5,15669,Elizabeth Ross,F,9th,Wilson High School,95,82,5,Wilson High School,Charter,2283,1319574
5,15670,Robert Reynolds,M,12th,Wilson High School,83,80,5,Wilson High School,Charter,2283,1319574
5,15671,Jasmine Griffin,F,9th,Wilson High School,78,81,5,Wilson High School,Charter,2283,1319574
5,15672,Elizabeth Hansen,F,12th,Wilson High School,72,77,5,Wilson High School,Charter,2283,1319574
5,15673,Scott Malone,M,12th,Wilson High School,76,81,5,Wilson High School,Charter,2283,1319574
5,15674,Heather Rodriguez,F,11th,Wilson High School,98,75,5,Wilson High School,Charter,2283,1319574
5,15675,Jessica Newton,F,12th,Wilson High School,95,94,5,Wilson High School,Charter,2283,1319574
5,15676,Mr. David Moss,M,10th,Wilson High School,99,94,5,Wilson High School,Charter,2283,1319574
5,15677,Justin James,M,9th,Wilson High School,93,88,5,Wilson High School,Charter,2283,1319574
5,15678,Brooke Diaz,F,11th,Wilson High School,91,75,5,Wilson High School,Charter,2283,1319574
5,15679,Abigail Charles,F,9th,Wilson High School,88,95,5,Wilson High School,Charter,2283,1319574
5,15680,Terry James,M,11th,Wilson High School,93,74,5,Wilson High School,Charter,2283,1319574
5,15681,Robyn Ryan,F,10th,Wilson High School,73,90,5,Wilson High School,Charter,2283,1319574
5,15682,Ashley Hall,F,9th,Wilson High School,78,85,5,Wilson High School,Charter,2283,1319574
5,15683,Sandra Smith,F,12th,Wilson High School,95,89,5,Wilson High School,Charter,2283,1319574
5,15684,Ashlee Barr,F,10th,Wilson High School,83,70,5,Wilson High School,Charter,2283,1319574
5,15685,Rachael Gordon,F,12th,Wilson High School,97,84,5,Wilson High School,Charter,2283,1319574
5,15686,Holly Vega,F,9th,Wilson High School,97,77,5,Wilson High School,Charter,2283,1319574
5,15687,Lisa Diaz,F,10th,Wilson High School,70,78,5,Wilson High School,Charter,2283,1319574
5,15688,Danielle Mcclain,F,10th,Wilson High School,80,85,5,Wilson High School,Charter,2283,1319574
5,15689,Elizabeth Cooper,F,11th,Wilson High School,99,69,5,Wilson High School,Charter,2283,1319574
5,15690,Michael Chen,M,10th,Wilson High School,70,74,5,Wilson High School,Charter,2283,1319574
5,15691,Donald Harris,M,9th,Wilson High School,80,70,5,Wilson High School,Charter,2283,1319574
5,15692,Carolyn Jones,F,10th,Wilson High School,87,99,5,Wilson High School,Charter,2283,1319574
5,15693,Tanner Cruz,M,11th,Wilson High School,78,78,5,Wilson High School,Charter,2283,1319574
5,15694,Tony Daniels,M,12th,Wilson High School,73,99,5,Wilson High School,Charter,2283,1319574
5,15695,Derrick Carrillo,M,12th,Wilson High School,89,72,5,Wilson High School,Charter,2283,1319574
5,15696,Stephanie Reed,F,12th,Wilson High School,83,99,5,Wilson High School,Charter,2283,1319574
5,15697,Michael Allen,M,10th,Wilson High School,96,85,5,Wilson High School,Charter,2283,1319574
5,15698,Kristin Chase,F,9th,Wilson High School,91,72,5,Wilson High School,Charter,2283,1319574
5,15699,Laurie Jones,F,9th,Wilson High School,91,85,5,Wilson High School,Charter,2283,1319574
5,15700,Matthew Vargas,M,9th,Wilson High School,84,77,5,Wilson High School,Charter,2283,1319574
5,15701,Timothy Stanley,M,9th,Wilson High School,78,97,5,Wilson High School,Charter,2283,1319574
5,15702,Bruce Hernandez,M,10th,Wilson High School,92,91,5,Wilson High School,Charter,2283,1319574
5,15703,Crystal Perez,F,9th,Wilson High School,99,98,5,Wilson High School,Charter,2283,1319574
5,15704,Julie Mayer,F,9th,Wilson High School,89,97,5,Wilson High School,Charter,2283,1319574
5,15705,Gina Grimes,F,11th,Wilson High School,94,91,5,Wilson High School,Charter,2283,1319574
5,15706,Jamie Mcdaniel,F,11th,Wilson High School,75,83,5,Wilson High School,Charter,2283,1319574
5,15707,Joshua Leblanc,M,12th,Wilson High School,73,90,5,Wilson High School,Charter,2283,1319574
5,15708,Mr. Joseph Knight DDS,M,10th,Wilson High School,99,96,5,Wilson High School,Charter,2283,1319574
5,15709,Shelley Williams,F,12th,Wilson High School,97,90,5,Wilson High School,Charter,2283,1319574
5,15710,April Rodriguez,F,10th,Wilson High School,77,75,5,Wilson High School,Charter,2283,1319574
5,15711,Heather Francis,F,9th,Wilson High School,86,91,5,Wilson High School,Charter,2283,1319574
5,15712,Linda Bush,F,11th,Wilson High School,90,98,5,Wilson High School,Charter,2283,1319574
5,15713,Jonathan Nelson,M,9th,Wilson High School,89,94,5,Wilson High School,Charter,2283,1319574
5,15714,Jason Ellis,M,9th,Wilson High School,77,89,5,Wilson High School,Charter,2283,1319574
5,15715,Donald Roth,M,10th,Wilson High School,93,75,5,Wilson High School,Charter,2283,1319574
5,15716,Hayley Arnold,F,12th,Wilson High School,93,86,5,Wilson High School,Charter,2283,1319574
5,15717,Stacy Hamilton,F,10th,Wilson High School,94,83,5,Wilson High School,Charter,2283,1319574
5,15718,Tiffany Coleman,F,9th,Wilson High School,93,84,5,Wilson High School,Charter,2283,1319574
5,15719,Craig Bowen,M,11th,Wilson High School,77,92,5,Wilson High School,Charter,2283,1319574
5,15720,Brandon Wallace,M,10th,Wilson High School,69,81,5,Wilson High School,Charter,2283,1319574
5,15721,Carmen Russell,F,11th,Wilson High School,80,90,5,Wilson High School,Charter,2283,1319574
5,15722,Sheila Hernandez,F,11th,Wilson High School,73,75,5,Wilson High School,Charter,2283,1319574
5,15723,Eric Green,M,9th,Wilson High School,85,76,5,Wilson High School,Charter,2283,1319574
5,15724,Jeremy Jones,M,10th,Wilson High School,96,76,5,Wilson High School,Charter,2283,1319574
5,15725,Richard Cervantes,M,9th,Wilson High School,80,98,5,Wilson High School,Charter,2283,1319574
5,15726,Nicole Jordan,F,10th,Wilson High School,98,99,5,Wilson High School,Charter,2283,1319574
5,15727,Mrs. Brittany Duncan MD,F,10th,Wilson High School,83,99,5,Wilson High School,Charter,2283,1319574
5,15728,Cindy Howell,F,11th,Wilson High School,95,76,5,Wilson High School,Charter,2283,1319574
5,15729,Heather Bradford,F,11th,Wilson High School,71,75,5,Wilson High School,Charter,2283,1319574
5,15730,Shaun Pierce,M,9th,Wilson High School,93,88,5,Wilson High School,Charter,2283,1319574
5,15731,Kathryn Holland,F,11th,Wilson High School,79,86,5,Wilson High School,Charter,2283,1319574
5,15732,James Golden,M,10th,Wilson High School,72,91,5,Wilson High School,Charter,2283,1319574
5,15733,Nicole Wiggins,F,9th,Wilson High School,79,82,5,Wilson High School,Charter,2283,1319574
5,15734,Anthony Moore,M,9th,Wilson High School,74,92,5,Wilson High School,Charter,2283,1319574
5,15735,Karen Richardson,F,9th,Wilson High School,77,68,5,Wilson High School,Charter,2283,1319574
5,15736,Mary Baldwin,F,10th,Wilson High School,81,79,5,Wilson High School,Charter,2283,1319574
5,15737,Jeff Clark,M,12th,Wilson High School,95,85,5,Wilson High School,Charter,2283,1319574
5,15738,Tyler Jones,M,10th,Wilson High School,96,81,5,Wilson High School,Charter,2283,1319574
5,15739,Tracy Johnson,F,10th,Wilson High School,89,72,5,Wilson High School,Charter,2283,1319574
5,15740,Sarah Boyd,F,10th,Wilson High School,88,72,5,Wilson High School,Charter,2283,1319574
5,15741,Daniel Griffin,M,11th,Wilson High School,81,96,5,Wilson High School,Charter,2283,1319574
5,15742,Amanda Howell,F,12th,Wilson High School,98,88,5,Wilson High School,Charter,2283,1319574
5,15743,Jesus Lamb,M,9th,Wilson High School,80,95,5,Wilson High School,Charter,2283,1319574
5,15744,Diane Hess,F,12th,Wilson High School,89,86,5,Wilson High School,Charter,2283,1319574
5,15745,David Dickerson,M,11th,Wilson High School,71,98,5,Wilson High School,Charter,2283,1319574
5,15746,Kevin Wilson,M,11th,Wilson High School,94,78,5,Wilson High School,Charter,2283,1319574
5,15747,Glenda Evans,F,9th,Wilson High School,82,73,5,Wilson High School,Charter,2283,1319574
5,15748,Matthew Moreno,M,9th,Wilson High School,79,89,5,Wilson High School,Charter,2283,1319574
5,15749,Tammy Nichols,F,12th,Wilson High School,81,99,5,Wilson High School,Charter,2283,1319574
5,15750,Nicole Simpson,F,9th,Wilson High School,79,88,5,Wilson High School,Charter,2283,1319574
5,15751,Lauren Andrade,F,10th,Wilson High School,98,95,5,Wilson High School,Charter,2283,1319574
5,15752,Yolanda Cole,F,10th,Wilson High School,82,95,5,Wilson High School,Charter,2283,1319574
5,15753,Bradley Martin,M,11th,Wilson High School,74,92,5,Wilson High School,Charter,2283,1319574
5,15754,Deanna Howell,F,10th,Wilson High School,88,82,5,Wilson High School,Charter,2283,1319574
5,15755,Carrie Wright,F,11th,Wilson High School,86,83,5,Wilson High School,Charter,2283,1319574
5,15756,Thomas Novak,M,9th,Wilson High School,71,79,5,Wilson High School,Charter,2283,1319574
5,15757,Haley Parrish,F,12th,Wilson High School,87,97,5,Wilson High School,Charter,2283,1319574
5,15758,Alan Clark,M,9th,Wilson High School,75,68,5,Wilson High School,Charter,2283,1319574
5,15759,Ian Fuentes,M,10th,Wilson High School,72,76,5,Wilson High School,Charter,2283,1319574
5,15760,Michael Clay,M,11th,Wilson High School,86,86,5,Wilson High School,Charter,2283,1319574
5,15761,Terry Cruz,F,11th,Wilson High School,69,94,5,Wilson High School,Charter,2283,1319574
5,15762,Andrea Wilson,F,11th,Wilson High School,83,99,5,Wilson High School,Charter,2283,1319574
5,15763,Larry Young,M,10th,Wilson High School,94,98,5,Wilson High School,Charter,2283,1319574
5,15764,Bryan Osborne,M,9th,Wilson High School,77,72,5,Wilson High School,Charter,2283,1319574
5,15765,Mrs. Jennifer Edwards DVM,F,10th,Wilson High School,71,86,5,Wilson High School,Charter,2283,1319574
5,15766,Willie Doyle,M,12th,Wilson High School,86,96,5,Wilson High School,Charter,2283,1319574
5,15767,Emily Thomas,F,10th,Wilson High School,74,92,5,Wilson High School,Charter,2283,1319574
5,15768,Ashley Khan,F,12th,Wilson High School,94,69,5,Wilson High School,Charter,2283,1319574
5,15769,Richard Bradford,M,9th,Wilson High School,90,85,5,Wilson High School,Charter,2283,1319574
5,15770,Sarah Brooks,F,11th,Wilson High School,79,82,5,Wilson High School,Charter,2283,1319574
5,15771,Zachary Scott,M,10th,Wilson High School,93,86,5,Wilson High School,Charter,2283,1319574
5,15772,Destiny Maldonado,F,10th,Wilson High School,97,82,5,Wilson High School,Charter,2283,1319574
5,15773,Eric Henry,M,12th,Wilson High School,93,88,5,Wilson High School,Charter,2283,1319574
5,15774,Christopher Flowers,M,9th,Wilson High School,95,73,5,Wilson High School,Charter,2283,1319574
5,15775,Deborah Wade,F,10th,Wilson High School,83,77,5,Wilson High School,Charter,2283,1319574
5,15776,Joshua Williamson,M,10th,Wilson High School,81,85,5,Wilson High School,Charter,2283,1319574
5,15777,Amber Santiago,F,12th,Wilson High School,79,77,5,Wilson High School,Charter,2283,1319574
5,15778,David Johnson,M,9th,Wilson High School,97,95,5,Wilson High School,Charter,2283,1319574
5,15779,Caitlin Stevenson,F,10th,Wilson High School,77,72,5,Wilson High School,Charter,2283,1319574
5,15780,Joshua Morales,M,10th,Wilson High School,70,83,5,Wilson High School,Charter,2283,1319574
5,15781,William Greene,M,12th,Wilson High School,69,75,5,Wilson High School,Charter,2283,1319574
5,15782,Brian Jackson,M,12th,Wilson High School,78,91,5,Wilson High School,Charter,2283,1319574
5,15783,Tammy Maxwell,F,9th,Wilson High School,88,99,5,Wilson High School,Charter,2283,1319574
5,15784,Mackenzie Holmes,F,11th,Wilson High School,82,71,5,Wilson High School,Charter,2283,1319574
5,15785,Holly Miles,F,11th,Wilson High School,85,82,5,Wilson High School,Charter,2283,1319574
5,15786,Robert Watts,M,9th,Wilson High School,97,94,5,Wilson High School,Charter,2283,1319574
5,15787,Kevin Deleon,M,9th,Wilson High School,96,73,5,Wilson High School,Charter,2283,1319574
5,15788,Charles Cox,M,11th,Wilson High School,74,70,5,Wilson High School,Charter,2283,1319574
5,15789,Kyle Dixon,M,9th,Wilson High School,74,90,5,Wilson High School,Charter,2283,1319574
5,15790,Michael Miller,M,10th,Wilson High School,95,72,5,Wilson High School,Charter,2283,1319574
5,15791,Michael Combs,M,12th,Wilson High School,96,72,5,Wilson High School,Charter,2283,1319574
5,15792,Richard Martinez,M,12th,Wilson High School,86,89,5,Wilson High School,Charter,2283,1319574
5,15793,Sandra Johnson,F,12th,Wilson High School,97,70,5,Wilson High School,Charter,2283,1319574
5,15794,Amy Mclean,F,11th,Wilson High School,77,83,5,Wilson High School,Charter,2283,1319574
5,15795,Jessica Mckinney,F,10th,Wilson High School,80,72,5,Wilson High School,Charter,2283,1319574
5,15796,Elizabeth Ayala,F,11th,Wilson High School,78,81,5,Wilson High School,Charter,2283,1319574
5,15797,Aaron Mcdonald,M,11th,Wilson High School,72,77,5,Wilson High School,Charter,2283,1319574
5,15798,Ronald Barrett,M,9th,Wilson High School,89,74,5,Wilson High School,Charter,2283,1319574
5,15799,Debra Brown,F,11th,Wilson High School,78,96,5,Wilson High School,Charter,2283,1319574
5,15800,Sarah Perez,F,11th,Wilson High School,81,88,5,Wilson High School,Charter,2283,1319574
5,15801,Eric Molina,M,9th,Wilson High School,77,87,5,Wilson High School,Charter,2283,1319574
5,15802,Lori Parks,F,12th,Wilson High School,81,78,5,Wilson High School,Charter,2283,1319574
5,15803,Jessica Taylor,F,11th,Wilson High School,77,95,5,Wilson High School,Charter,2283,1319574
5,15804,Brandon Salazar,M,10th,Wilson High School,82,94,5,Wilson High School,Charter,2283,1319574
5,15805,Robert Larson,M,10th,Wilson High School,71,86,5,Wilson High School,Charter,2283,1319574
5,15806,Shelly Woods,F,12th,Wilson High School,90,77,5,Wilson High School,Charter,2283,1319574
5,15807,Christina Colon,F,12th,Wilson High School,89,81,5,Wilson High School,Charter,2283,1319574
5,15808,Danielle Sanchez,F,10th,Wilson High School,99,85,5,Wilson High School,Charter,2283,1319574
5,15809,Michael Hunter,M,9th,Wilson High School,98,80,5,Wilson High School,Charter,2283,1319574
5,15810,Tina Moore,F,10th,Wilson High School,77,92,5,Wilson High School,Charter,2283,1319574
5,15811,Ryan Gonzalez,M,10th,Wilson High School,69,82,5,Wilson High School,Charter,2283,1319574
5,15812,Trevor Lee,M,10th,Wilson High School,81,86,5,Wilson High School,Charter,2283,1319574
5,15813,Paula White,F,11th,Wilson High School,89,90,5,Wilson High School,Charter,2283,1319574
5,15814,Robert Cooper,M,11th,Wilson High School,83,90,5,Wilson High School,Charter,2283,1319574
5,15815,Andrew Rose,M,11th,Wilson High School,79,90,5,Wilson High School,Charter,2283,1319574
5,15816,Amanda Neal,F,11th,Wilson High School,93,75,5,Wilson High School,Charter,2283,1319574
5,15817,Denise Marquez,F,12th,Wilson High School,79,79,5,Wilson High School,Charter,2283,1319574
5,15818,Cynthia Thornton,F,9th,Wilson High School,79,96,5,Wilson High School,Charter,2283,1319574
5,15819,Diane Curry,F,10th,Wilson High School,94,98,5,Wilson High School,Charter,2283,1319574
5,15820,Sara Jensen,F,11th,Wilson High School,94,68,5,Wilson High School,Charter,2283,1319574
5,15821,Samuel Mercer,M,11th,Wilson High School,91,79,5,Wilson High School,Charter,2283,1319574
5,15822,Brandon Garcia,M,9th,Wilson High School,98,71,5,Wilson High School,Charter,2283,1319574
5,15823,Jasmin Montgomery,F,11th,Wilson High School,76,77,5,Wilson High School,Charter,2283,1319574
5,15824,Megan Brown,F,9th,Wilson High School,72,96,5,Wilson High School,Charter,2283,1319574
5,15825,Rodney Davis,M,10th,Wilson High School,94,79,5,Wilson High School,Charter,2283,1319574
5,15826,Robin Palmer,F,9th,Wilson High School,80,77,5,Wilson High School,Charter,2283,1319574
5,15827,Jeanette Todd,F,9th,Wilson High School,86,87,5,Wilson High School,Charter,2283,1319574
5,15828,Bryan Mitchell,M,11th,Wilson High School,82,68,5,Wilson High School,Charter,2283,1319574
5,15829,Virginia Williams,F,11th,Wilson High School,70,92,5,Wilson High School,Charter,2283,1319574
5,15830,Patrick Jacobson,M,12th,Wilson High School,95,74,5,Wilson High School,Charter,2283,1319574
5,15831,Steven Parks,M,10th,Wilson High School,90,80,5,Wilson High School,Charter,2283,1319574
5,15832,Michael Fritz,M,9th,Wilson High School,72,81,5,Wilson High School,Charter,2283,1319574
5,15833,Kayla Henry,F,10th,Wilson High School,74,70,5,Wilson High School,Charter,2283,1319574
